date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:07:19	73624/73624	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-11f98%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-calendar.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-calendar.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:20	66559/66559	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-103ff%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-invoice-list.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-invoice-list.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:20	78757/78757	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-133a5%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-invoice-preview.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-invoice-preview.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:20	85822/85822	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-14f3e%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-invoice-edit.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-invoice-edit.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:20	83150/83150	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-144ce%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-invoice-add.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-invoice-add.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:21	74524/74524	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-1231c%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-user-list.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-user-list.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:21	86286/86286	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-1510e%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-user-view-account.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-user-view-account.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:21	86604/86604	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-1524c%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-user-view-security.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-user-view-security.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:22	100224/100224	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-18780%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-user-view-billing.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-user-view-billing.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:22	83592/83592	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-14688%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-user-view-notifications.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-user-view-notifications.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:22	88298/88298	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-158ea%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-user-view-connections.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-user-view-connections.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:22	91485/91485	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-1655d%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-access-roles.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-access-roles.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:22	70393/70393	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-112f9%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-access-permission.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/app-access-permission.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:23	86361/86361	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-15159%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-profile-user.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-profile-user.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:23	95296/95296	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-17440%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-profile-teams.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-profile-teams.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:23	92695/92695	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-16a17%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-profile-projects.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-profile-projects.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:23	80319/80319	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-139bf%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-profile-connections.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-profile-connections.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:24	75845/75845	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-12845%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-account-settings-account.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-account-settings-account.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:24	80372/80372	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-139f4%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-account-settings-security.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-account-settings-security.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:24	93384/93384	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-16cc8%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-account-settings-billing.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-account-settings-billing.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:24	70771/70771	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-11473%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-account-settings-notifications.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-account-settings-notifications.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:25	75635/75635	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-12773%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-account-settings-connections.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-account-settings-connections.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:25	85752/85752	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-14ef8%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-faq.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-faq.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:26	75630/75630	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-1276e%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-help-center-landing.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-help-center-landing.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:26	69116/69116	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-10dfc%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-help-center-categories.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-help-center-categories.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:26	69500/69500	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-10f7c%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-help-center-article.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-help-center-article.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:26	85510/85510	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-14e06%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-pricing.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-pricing.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:26	5328/5328	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-14d0%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-misc-error.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-misc-error.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:27	5398/5398	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-1516%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-misc-under-maintenance.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-misc-under-maintenance.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:27	5609/5609	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-15e9%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-misc-comingsoon.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-misc-comingsoon.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:27	5380/5380	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-1504%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-misc-not-authorized.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/pages-misc-not-authorized.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:27	11114/11114	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-2b6a%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/auth-login-basic.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/auth-login-basic.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
20:07:27	11638/11638	---MCZ	200	added ('OK')	text/html	etag:W/%226256b72a-2d76%22	https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/auth-login-cover.html	C:/My%20Web%20Sites/frest/pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/auth-login-cover.html	(from https://pixinvent.com/demo/frest-clean-bootstrap-admin-dashboard-template/html/vertical-menu-template-bordered/dashboards-analytics.html)
